CSV Data,0.00sec - 13.25sec
DATASET,F053
VERSION,1
SERIES,CH_1,CH_2,CH_3,CH_4
174,0.072,-3.552,-67.4,207.375
175,0.068,-3.552,-67.2,207.375
176,0.068,-3.548,-67.4,206.822
177,0.068,-3.552,-67.4,207.375
178,0.068,-3.548,-67.2,207.375
179,0.068,-3.552,-67.4,206.822
180,0.068,-3.548,-67.4,207.375
181,0.068,-3.552,-67.4,206.822
182,0.068,-3.552,-67.4,206.822
183,0.072,-3.548,-67.4,206.822
184,0.068,-3.548,-67.4,206.822
185,0.068,-3.548,-67.4,207.375
186,0.068,-3.548,-67.4,206.822
187,0.068,-3.548,-67.4,206.822
188,0.068,-3.548,-67.4,206.822
189,0.068,-3.548,-67.4,206.822
190,0.068,-3.548,-67.4,206.822
191,0.068,-3.548,-67.4,207.375
192,0.068,-3.548,-67.4,206.822
193,0.068,-3.548,-67.4,206.822
194,0.068,-3.548,-67.4,206.822
195,0.068,-3.548,-67.4,206.822
196,0.068,-3.544,-67.4,207.375
197,0.068,-3.548,-67.4,206.822
198,0.068,-3.548,-67.4,206.822
199,0.068,-3.544,-67.4,206.822
200,0.068,-3.544,-67.4,206.822
201,0.068,-3.544,-67.4,206.822
202,0.068,-3.544,-67.4,206.822
203,0.068,-3.548,-67.4,206.822
204,0.068,-3.544,-67.4,206.822
205,0.068,-3.548,-67.4,206.822
206,0.068,-3.544,-67.4,206.822
207,0.068,-3.544,-67.4,206.822
208,0.068,-3.544,-67.4,206.822
209,0.068,-3.544,-67.4,206.822
210,0.068,-3.544,-67.4,206.822
211,0.068,-3.544,-67.4,206.822
212,0.068,-3.544,-67.6,206.822
213,0.068,-3.544,-67.4,206.822
214,0.072,-3.544,-67.4,206.822
215,0.068,-3.544,-67.6,206.822
216,0.068,-3.544,-67.4,206.822
217,0.068,-3.544,-67.6,206.822
218,0.068,-3.544,-67.4,206.822
219,0.068,-3.544,-67.6,206.269
220,0.068,-3.544,-67.6,206.822
221,0.068,-3.544,-67.6,206.822
222,0.068,-3.54,-67.6,206.822
223,0.068,-3.544,-67.6,206.822
224,0.068,-3.54,-67.4,206.822
225,0.068,-3.54,-67.4,206.822
226,0.068,-3.544,-67.6,206.822
227,0.068,-3.544,-67.6,206.822
228,0.068,-3.54,-67.4,207.375
229,0.068,-3.54,-67.4,206.822
230,0.068,-3.54,-67.4,206.822
231,0.068,-3.544,-67.6,206.822
232,0.068,-3.544,-67.4,206.822
233,0.064,-3.54,-67.6,206.822
234,0.064,-3.54,-67.4,206.822
235,0.068,-3.54,-67.6,206.822
236,0.064,-3.54,-67.6,206.822
237,0.068,-3.54,-67.6,206.822
238,0.064,-3.544,-67.6,206.822
239,0.068,-3.54,-67.6,206.822
240,0.064,-3.54,-67.6,206.822
241,0.064,-3.54,-67.6,206.822
242,0.068,-3.54,-67.4,206.822
243,0.064,-3.54,-67.6,206.822
244,0.068,-3.54,-67.6,206.822
245,0.068,-3.54,-67.6,206.822
246,0.068,-3.54,-67.6,206.822
247,0.068,-3.54,-67.6,206.822
248,0.068,-3.54,-67.6,206.822
249,0.068,-3.54,-67.6,206.822
250,0.068,-3.54,-67.4,206.822
251,0.068,-3.54,-67.6,206.822
252,0.068,-3.54,-67.6,206.822
253,0.068,-3.54,-67.6,206.822
254,0.068,-3.54,-67.6,206.822
255,0.068,-3.54,-67.6,206.822
256,0.068,-3.54,-67.6,206.822
257,0.068,-3.536,-67.4,206.822
258,0.068,-3.54,-67.6,206.822
259,0.064,-3.54,-67.6,206.822
260,0.068,-3.536,-67.6,206.822
261,0.068,-3.536,-67.6,206.822
262,0.068,-3.54,-67.6,206.822
263,0.068,-3.536,-67.6,206.822
264,0.064,-3.536,-67.6,206.822
265,0.068,-3.536,-67.6,206.822
266,0.068,-3.536,-67.6,206.822
