torsion_angle,height,rad_outer,rad_inner,void_ratio,strain_shear,stress_shear,stress_z,stress_outer,stress_inner,strain_dev,vel_rot,moment_inertial,time_duration
0.0,0.09872664149853289,0.0497133616136,0.0300910793739,0.73165355199,0.0,1.52299888356,60004.2428688,119994.603474,120004.711538,0.0,0.0,491943.537969,5.395345886989738e-07
8.40497868724e-06,0.09872664149853289,0.0497133615794,0.0300910793174,0.73165355199,2.47934682903e-06,202.153308623,60020.2851499,119967.701641,119985.372467,2.86290341868e-06,0.0306021189474,491320.124626,0.0002699687995307583
2.52699365472e-05,0.09872664149853289,0.0497133614817,0.0300910791561,0.73165355199,7.46878847258e-06,602.760336097,60058.9295086,119914.524378,119945.618932,8.62421554798e-06,0.0464050069692,491528.805968,0.0005393984018335951
4.26803072296e-05,0.09872664149853289,0.0497133612662,0.0300910788,0.73165355199,1.26244546078e-05,1007.90817491,60084.5618572,119876.45102,119917.007731,1.45774706099e-05,0.0474715987909,490694.41067,0.0008088284400798581
5.98965844762e-05,0.09872664149853289,0.04971336096,0.0300910782941,0.73165355199,1.77231665901e-05,1401.82048192,60124.733348,119820.456807,119874.138152,2.04649653382e-05,0.0471862242473,490194.095969,0.0010782589745120632
7.7952977746e-05,0.09872664149853289,0.0497133605382,0.0300910775974,0.73165355199,2.30698864021e-05,1811.18687399,60152.6425993,119778.691626,119841.984161,2.66388421529e-05,0.0489210346012,491225.602359,0.0013476899656182488
9.56310605881e-05,0.09872664149853289,0.0497133600261,0.0300910767514,0.73165355199,2.83053470763e-05,2203.74362279,60195.2740119,119718.839459,119794.620702,3.26842561921e-05,0.0485144781758,490789.119539,0.0016171214462606357
0.000114130376994,0.09872664149853289,0.0497133594054,0.0300910757258,0.73165355199,3.3783381743e-05,2615.66346512,60225.5540196,119674.231165,119759.007791,3.90097810049e-05,0.0498673753898,489340.617805,0.0018865533702277293
0.000132138704523,0.09872664149853289,0.0497133586988,0.0300910745585,0.73165355199,3.91166503626e-05,3005.63825947,60270.9821553,119611.563553,119708.262529,4.51681555727e-05,0.0495066169338,489340.961091,0.00215598576779299
0.000151000618638,0.09872664149853289,0.0497133578878,0.0300910732185,0.73165355199,4.47020802115e-05,3418.50471797,60303.0743399,119564.969687,119670.123707,5.16177139112e-05,0.0509118313353,489341.242065,0.002425418598430158
0.000169293294187,0.09872664149853289,0.0497133569955,0.0300910717444,0.73165355199,5.01196022957e-05,3806.44788867,60350.4024292,119499.225135,119616.159686,5.78734028545e-05,0.0502679612732,489341.557797,0.0026948518938492193
0.000188456361867,0.09872664149853289,0.0497133559994,0.0300910700988,0.73165355199,5.57942586623e-05,4220.10228967,60383.8467131,119450.757229,119576.187208,6.44260204478e-05,0.0515688844106,489341.823317,0.0029642855696352883
0.000206957634981,0.09872664149853289,0.0497133549241,0.0300910683222,0.73165355199,6.1273614759e-05,4604.88422615,60432.4040103,119382.679427,119519.503596,7.07531413052e-05,0.0507443657775,489342.140766,0.0032337195460865947
0.000226378142616,0.09872664149853289,0.0497133537479,0.0300910663791,0.73165355199,6.70244936961e-05,5017.6783318,60466.8966388,119332.21721,119477.318077,7.73938071607e-05,0.0521575083935,488778.758214,0.003503153761270543
0.000245093258149,0.09872664149853289,0.0497133524944,0.0300910643082,0.73165355199,7.25671570827e-05,5399.46922815,60516.9370115,119261.910733,119418.09188,8.37940656214e-05,0.0513282548956,488779.075028,0.0037725882467354453
0.000264767534105,0.09872664149853289,0.0497133511441,0.0300910620773,0.73165355199,7.83931357731e-05,5811.55258045,60552.941205,119209.673515,119373.699692,9.05214871377e-05,0.0528493289859,488779.342265,0.004042022949434509
0.000283686353334,0.09872664149853289,0.0497133497208,0.0300910597259,0.73165355199,8.39962111094e-05,6189.62723637,60604.3510915,119137.141784,119311.973552,9.69915433241e-05,0.0519063734541,487979.064893,0.004311457911112081
0.000303625862915,0.09872664149853289,0.049713348202,0.0300910572166,0.73165355199,8.99007542873e-05,6600.87308663,60641.2397257,119082.987821,119265.62346,0.000103809724516,0.053514651631,487979.323751,0.004580893067725653
0.000322752744036,0.09872664149853289,0.04971334661,0.0300910545866,0.73165355199,9.55654285355e-05,6975.69536065,60693.7176077,119008.001479,119201.382808,0.000110350953047,0.0523913239455,487979.622137,0.004850328467816843
0.000342927655931,0.09872664149853289,0.0497133449229,0.0300910517992,0.73165355199,0.00010153967327,7386.17110825,60731.9060579,118951.986146,119153.072764,0.000117249664009,0.0539536011902,488285.303618,0.00511976404325803
0.000362222023421,0.09872664149853289,0.049713343165,0.0300910488951,0.73165355199,0.000107253945107,7757.25385167,60785.8429831,118875.278076,119087.016312,0.000123848210725,0.0530054805827,486859.274105,0.005389163103775011
0.000382628221799,0.09872664149853289,0.0497133413101,0.0300910458306,0.73165355199,0.00011329666185,8165.59900158,60825.2839278,118817.30442,119036.668851,0.000130826035548,0.0546238941178,485616.348597,0.005658599065442248
0.000402159750574,0.09872664149853289,0.0497133393844,0.0300910426492,0.73165355199,0.000119081216951,8533.14431733,60880.4589766,118737.727475,118967.90813,0.00013750579022,0.0534582965757,484784.065165,0.005927998505560082
0.000422812330701,0.09872664149853289,0.0497133373656,0.0300910393139,0.73165355199,0.000125196865517,8938.15716463,60920.3556748,118676.400977,118913.841176,0.000144567881449,0.0552406260408,483068.35116,0.006197434816559683
0.000442600194655,0.09872664149853289,0.0497133352771,0.0300910358635,0.73165355199,0.000131057243204,9302.31675295,60976.0645501,118592.635485,118840.934814,0.000151335242726,0.0544107854491,484347.843386,0.006466834600745027
0.000463416081727,0.09872664149853289,0.049713333095,0.0300910322584,0.73165355199,0.000137221460124,9707.1976834,61016.2061815,118529.431892,118784.888826,0.000158453471849,0.0554693998027,483506.017201,0.0067362712201436735
0.000483220643578,0.09872664149853289,0.0497133308441,0.0300910285398,0.73165355199,0.000143086831882,10066.6958829,61072.3982823,118444.248649,118710.183478,0.000165226659442,0.0543598673875,483679.483671,0.007005637964113298
0.000504135257287,0.09872664149853289,0.049713328501,0.0300910246687,0.73165355199,0.000149280209369,10466.2255728,61112.2582757,118379.062117,118651.72533,0.000172378619976,0.0557867561501,482032.471772,0.00727507483635715
0.000524205962281,0.09872664149853289,0.0497133260932,0.0300910206909,0.73165355199,0.000155224292316,10820.4203326,61165.440769,118289.367781,118572.221642,0.000179242755132,0.0550638978557,483206.768718,0.007544475154943648
0.000545293405596,0.09872664149853289,0.0497133235979,0.0300910165684,0.73165355199,0.000161468947235,11222.0200364,61206.3933758,118223.152496,118512.662031,0.000186453985587,0.0560968960469,481753.235507,0.007813912245127185
0.000565228325628,0.09872664149853289,0.0497133210392,0.030091012341,0.73165355199,0.000167372992432,11570.6903639,61262.5911108,118132.644312,118432.448067,0.000193271954434,0.0548421958585,480596.840759,0.008083294419946707
0.000586443964382,0.09872664149853289,0.0497133183961,0.0300910079744,0.73165355199,0.000173655377856,11964.219712,61304.6092104,118063.031404,118368.522098,0.000200526814455,0.056655066189,480635.227129,0.008352731702812559
0.000606616929916,0.09872664149853289,0.0497133156904,0.0300910035043,0.73165355199,0.000179629882961,12309.0911359,61362.9713421,117972.511608,118287.380202,0.000207426206646,0.0555439020866,480996.365875,0.008622132413890819
0.000627917751671,0.09872664149853289,0.0497133129015,0.0300909988968,0.73165355199,0.00018593766595,12699.5579158,61406.4142137,117904.887244,118225.370904,0.000214710458058,0.0567286662966,481420.436714,0.008891569835260226
0.000648092587624,0.09872664149853289,0.0497133100549,0.0300909941939,0.73165355199,0.000191912767425,13038.4605423,61466.3516271,117815.197493,118144.824169,0.00022161060582,0.0555274199036,479337.727389,0.009160970636699869
0.000669486263934,0.09872664149853289,0.0497133071314,0.030090989364,0.73165355199,0.000198247991441,13425.0768838,61510.9543243,117747.297873,118082.06032,0.000228926607135,0.0567198760556,480746.640523,0.009430408097698347
0.000689766172354,0.09872664149853289,0.049713304158,0.0300909844517,0.73165355199,0.000204254187384,13757.3720679,61571.5715563,117656.902662,117999.910088,0.000235862722993,0.0557870643795,478578.22866,0.00969980893064348
0.000711328474386,0.09872664149853289,0.0497133011146,0.0300909794238,0.73165355199,0.000210639275921,14140.3224997,61617.6490328,117589.384003,117936.756508,0.000243236362322,0.0573580178023,478390.48908,0.009969246402973586
