CSV Data,0.00sec - 13.25sec
DATASET,F053
VERSION,1
SERIES,CH_1,CH_2,CH_3,CH_4
49,-5.68,2.06103,-0.4,135.603
50,-5.78,2.06103,-0.4,135.603
51,-5.76,2.06103,-0.6,135.603
52,-5.78,2.06103,-0.6,135.0235
53,-5.78,2.06103,-0.4,136.1825
54,-5.79,2.06103,-0.4,136.762
55,-5.78,2.06103,-0.4,136.762
56,-5.79,2.06103,-0.4,136.1825
57,-5.79,2.06103,-0.4,135.603
58,-5.78,2.06103,-0.6,136.1825
59,-5.8,2.06103,-0.4,136.1825
60,-5.8,2.06103,-0.4,136.1825
61,-5.8,2.06103,-0.4,136.1825
62,-5.79,2.06103,-0.4,135.603
63,-5.8,2.05436,-0.6,135.603
64,-5.8,2.06103,-0.6,135.0235
65,-5.8,2.06103,-0.6,134.444
66,-5.79,2.06103,-0.4,135.603
67,-5.8,2.06103,-0.4,135.603
68,-5.79,2.06103,-0.4,135.0235
69,-5.79,2.06103,-0.4,134.444
70,-5.8,2.06103,-0.6,135.0235
71,-5.81,2.06103,-0.4,134.444
72,-5.81,2.06103,-0.2,135.0235
73,-5.8,2.06103,-0.4,134.444
74,-5.81,2.06103,-0.6,135.0235
75,-5.8,2.06103,-0.8,134.444
76,-5.81,2.06103,-0.6,133.8645
77,-5.8,2.06103,-0.6,133.285
78,-5.79,2.06103,-0.8,133.285
79,-5.79,2.06103,-0.6,133.285
80,-5.3,2.06103,-0.8,133.8645
81,-3.59,2.06103,-1,133.285
82,-2.6,2.0677,-0.6,133.285
83,-1.96,2.06103,-0.2,133.285
84,-1.42,2.06103,-0.6,132.7055
85,-0.96,2.0677,-0.6,133.8645
86,-0.6,2.06103,-0.6,133.285
87,-0.28,2.0677,-0.6,133.285
88,0,2.0677,-0.6,133.285
89,0.25,2.06103,-0.6,133.285
90,0.46,2.0677,-0.6,132.7055
91,0.61,2.0677,-0.6,132.126
92,0.72,2.07437,-0.4,131.5465
93,0.77,2.07437,-0.6,131.5465
94,0.81,2.07437,-0.6,130.967
95,0.85,2.07437,-0.6,130.967
96,0.84,2.08104,-0.8,130.967
97,0.85,2.08104,-0.6,130.967
98,0.83,2.08771,-0.6,128.649
99,0.81,2.08104,-0.6,129.808
100,0.8,2.08771,-0.6,131.5465
101,0.77,2.08104,-0.6,131.5465
102,0.72,2.08771,-0.8,128.649
103,0.69,2.08771,-0.8,130.3875
104,0.65,2.08771,-0.8,130.3875
105,0.61,2.09438,-1,129.2285
106,0.57,2.09438,-1,129.808
107,0.53,2.09438,-0.8,129.808
108,0.49,2.09438,-0.6,129.808
109,0.46,2.09438,-0.8,129.2285
110,0.4,2.09438,-0.6,129.2285
111,0.39,2.10105,-0.8,129.808
112,0.36,2.10105,-0.8,129.808
113,0.34,2.10105,-0.4,129.2285
114,0.32,2.10105,-0.6,129.2285
115,0.3,2.10105,-0.4,129.808
116,0.3,2.09438,-0.4,129.2285
117,0.29,2.10105,-0.8,129.2285
118,0.28,2.10105,-1,128.0695
119,0.25,2.10105,-1.2,129.2285
120,0.26,2.10105,-1,129.808
121,0.24,2.10105,-0.6,128.0695
122,0.24,2.10105,-0.6,129.2285
123,0.24,2.10105,-0.8,128.0695
124,0.23,2.10105,-0.8,128.0695
125,0.22,2.10105,-0.8,129.2285
126,0.22,2.10105,-1,128.649
127,0.21,2.10105,-0.8,128.649
128,0.21,2.10105,-0.8,126.9105
129,0.21,2.10105,-0.8,127.49
130,0.21,2.09438,-0.8,127.49
131,0.21,2.10105,-0.8,126.9105
132,0.2,2.10105,-1,128.0695
133,0.19,2.10105,-0.8,127.49
134,0.2,2.10105,-1,126.331
135,0.2,2.10105,-0.8,125.7515
136,0.19,2.10105,-0.6,126.331
137,0.2,2.10105,-0.8,126.331
138,0.18,2.10105,-1,125.172
139,0.18,2.10105,-1,126.331
140,0.18,2.10105,-0.8,126.9105
141,0.19,2.10105,-0.8,125.172
142,0.19,2.10105,-0.8,125.172
143,0.19,2.10105,-0.6,125.172
144,0.19,2.10105,-0.8,124.5925
145,0.18,2.10105,-1,124.5925
146,0.17,2.10105,-1,124.5925
147,0.17,2.10105,-1,124.013
148,0.17,2.10105,-1,123.4335
149,0.16,2.10105,-0.8,124.5925
150,0.16,2.10105,-0.8,124.013
151,0.17,2.10105,-0.8,123.4335
152,0.17,2.09438,-0.8,122.854
153,0.17,2.10105,-1,122.2745
154,0.18,2.09438,-0.6,122.2745
155,0.16,2.10105,-0.6,122.2745
156,0.17,2.10105,-0.6,121.695
157,0.18,2.10105,-0.8,121.695
158,0.16,2.10772,-0.6,120.536
159,0.18,2.10105,-0.6,121.695
160,0.16,2.10105,-0.6,120.536
161,0.16,2.10105,-0.4,119.9565
162,0.16,2.10105,-0.6,119.9565
163,0.16,2.10105,-0.4,120.536
164,0.16,2.10105,-0.6,119.9565
165,0.16,2.10105,-0.4,118.7975
166,0.16,2.10105,-0.6,119.377
167,0.15,2.10105,-0.6,118.7975
168,0.16,2.10105,-0.4,118.7975
169,0.15,2.10105,-0.4,118.218
170,0.16,2.10105,-0.4,118.218
171,0.16,2.10105,-0.4,117.6385
172,0.15,2.10105,-0.6,117.059
173,0.15,2.10105,-0.8,116.4795
174,0.16,2.10105,-0.4,116.4795
175,0.14,2.10772,-0.4,115.9
176,0.15,2.10105,-0.6,114.741
177,0.14,2.10105,-0.6,114.741
178,0.16,2.10105,-0.4,114.741
179,0.15,2.10105,-0.6,113.582
180,0.15,2.10105,-0.4,114.1615
181,0.15,2.10105,-0.4,113.582
182,0.15,2.10105,-0.6,113.0025
183,0.15,2.10105,-0.6,113.0025
184,0.15,2.10105,-0.6,112.423
185,0.17,2.10105,-0.6,111.264
186,0.15,2.10105,-0.4,111.8435
187,0.15,2.10105,-0.6,111.264
188,0.16,2.10105,-0.4,111.264
189,0.15,2.10105,-0.4,111.264
190,0.15,2.10105,-0.8,110.6845
191,0.15,2.10105,-0.6,109.5255
192,0.15,2.10105,-0.8,109.5255
193,0.15,2.10105,-0.8,108.946
194,0.15,2.10105,-0.6,108.3665
195,0.14,2.10105,-0.6,109.5255
196,0.17,2.10105,-0.6,108.3665
197,0.16,2.10105,-0.6,108.3665
198,0.15,2.10105,-0.4,107.2075
199,0.15,2.10105,-0.4,106.628
200,0.15,2.10772,-0.6,107.2075
201,0.15,2.10105,-0.6,104.8895
202,0.15,2.10105,-0.6,104.8895
203,0.15,2.10105,-0.8,104.31
204,0.16,2.10105,-0.6,103.7305
205,0.15,2.10105,-0.6,103.7305
206,0.14,2.10772,-0.8,103.7305
207,0.16,2.10105,-0.6,103.151
208,0.15,2.10105,-0.8,101.992
209,0.15,2.10105,-0.8,101.4125
210,0.15,2.10105,-0.8,100.833
211,0.15,2.10105,-0.6,100.833
212,0.16,2.10105,-0.8,100.833
213,0.17,2.10105,-1,100.2535
214,0.15,2.10105,-0.8,99.674
215,0.16,2.10105,-0.6,98.51501
216,0.16,2.10105,-0.6,98.51501
217,0.17,2.10105,-0.8,97.356
218,0.16,2.10105,-0.8,97.9355
219,0.15,2.10105,-0.8,96.19701
220,0.14,2.10105,-0.4,97.356
221,0.15,2.10105,-0.6,94.4585
222,0.17,2.10105,-0.6,94.4585
223,0.15,2.10105,-0.8,93.87901
224,0.18,2.10105,-0.8,93.87901
225,0.17,2.09438,-0.8,93.2995
226,0.16,2.10105,-1,92.72
227,0.16,2.10105,-0.8,92.1405
228,0.16,2.10105,-0.8,91.561
229,0.15,2.10105,-0.6,91.561
230,0.16,2.10105,-0.6,90.402
231,0.16,2.10105,-0.8,90.98151
232,0.16,2.10105,-0.8,89.8225
233,0.17,2.10105,-0.6,89.243
234,0.17,2.10105,-0.4,88.084
235,0.17,2.10105,-0.4,87.5045
236,0.16,2.10105,-0.4,87.5045
237,0.15,2.10105,-0.4,86.925
238,0.17,2.10105,-0.4,86.3455
239,0.17,2.10105,-0.4,85.1865
240,0.16,2.10105,-0.4,85.1865
241,0.16,2.10105,-0.4,82.8685
242,0.16,2.10105,-0.2,83.44801
243,0.17,2.10105,-0.4,83.44801
244,0.15,2.10105,-0.2,83.44801
245,0.17,2.10105,-0.2,82.8685
246,0.16,2.10105,-0.4,82.8685
247,0.15,2.10105,-0.2,81.7095
248,0.17,2.10105,0,81.7095
249,0.17,2.10105,-0.2,80.5505
250,0.18,2.10105,-0.2,79.971
251,0.16,2.10105,-0.2,78.812
252,0.17,2.10105,-0.2,78.812
253,0.17,2.10105,-0.4,78.812
254,0.16,2.10105,-0.2,77.653
255,0.17,2.10105,-0.2,77.0735
256,0.17,2.10105,-0.2,77.0735
257,0.16,2.10105,-0.4,77.0735
258,0.17,2.10105,-0.2,75.91451
259,0.17,2.10105,-0.2,74.7555
260,0.16,2.10105,-0.6,74.7555
261,0.18,2.10105,-0.4,74.176
262,0.18,2.10105,-0.4,73.5965
263,0.17,2.10105,-0.2,73.5965
264,0.17,2.10105,-0.6,72.4375
265,0.17,2.10105,-0.8,72.4375
266,0.17,2.10105,-0.8,71.858
