CSV Data,0.00sec - 478.55sec
DATASET,F055
VERSION,1
SERIES,CH_1,CH_2,CH_3,CH_4
106,0.06,-0.052,-8.400001,201.845
107,0.06,-0.052,-8.2,201.292
108,0.064,-0.048,-8.2,201.292
109,0.06,-0.052,-8,201.292
110,0.064,-0.052,-7.8,201.292
111,0.064,-0.052,-7.6,201.292
112,0.06,-0.052,-7.6,201.292
113,0.06,-0.052,-7.4,201.292
114,0.064,-0.052,-7.4,201.292
115,0.064,-0.052,-7.4,201.292
116,0.06,-0.052,-7.2,201.292
117,0.064,-0.052,-7,201.292
118,0.064,-0.052,-7,201.292
119,0.06,-0.048,-7,201.292
120,0.064,-0.052,-6.8,201.292
121,0.064,-0.052,-6.8,200.739
122,0.064,-0.052,-6.6,201.292
123,0.064,-0.048,-6.6,201.292
124,0.064,-0.052,-6.4,201.292
125,0.064,-0.052,-6.4,201.292
126,0.064,-0.048,-6.4,201.292
127,0.064,-0.052,-6.2,201.292
128,0.06,-0.048,-6.2,201.292
129,0.064,-0.052,-6.2,201.292
130,0.064,-0.052,-6.2,201.292
131,0.064,-0.048,-6,201.292
132,0.064,-0.048,-6,201.292
133,0.064,-0.052,-5.8,201.292
134,0.06,-0.052,-5.8,201.292
135,0.06,-0.052,-5.8,201.292
136,0.06,-0.052,-5.6,201.292
137,0.064,-0.052,-5.6,201.292
138,0.064,-0.052,-5.6,201.292
139,0.06,-0.052,-5.6,201.292
140,0.064,-0.048,-5.6,201.292
141,0.064,-0.052,-5.6,201.292
142,0.064,-0.052,-5.4,201.292
143,0.064,-0.052,-5.4,201.292
144,0.064,-0.052,-5.4,200.739
145,0.064,-0.052,-5.4,201.292
146,0.064,-0.048,-5.2,201.292
147,0.064,-0.052,-5.2,201.292
148,0.064,-0.052,-5.2,201.292
149,0.064,-0.052,-5.2,201.292
150,0.064,-0.052,-5,201.292
151,0.06,-0.052,-5,201.292
152,0.064,-0.052,-5,201.292
153,0.064,-0.048,-5,201.292
154,0.064,-0.052,-4.8,201.292
155,0.064,-0.048,-4.8,201.292
156,0.064,-0.052,-4.6,201.292
157,0.064,-0.052,-4.6,201.292
158,0.064,-0.052,-4.6,201.292
159,0.068,-0.052,-4.4,201.292
160,0.064,-0.052,-4.4,201.292
161,0.064,-0.048,-4.4,201.845
162,0.064,-0.048,-4.2,201.845
163,0.064,-0.052,-4.4,201.292
164,0.064,-0.052,-4.2,201.292
165,0.064,-0.052,-4.2,201.292
166,0.064,-0.052,-4.2,201.292
167,0.064,-0.052,-4.2,201.292
168,0.064,-0.048,-4.2,201.292
169,0.064,-0.052,-4.2,201.292
170,0.064,-0.052,-4.2,201.292
171,0.068,-0.052,-4.2,201.292
172,0.064,-0.052,-4.2,201.292
173,0.064,-0.052,-4.2,201.292
174,0.06,-0.052,-4.2,201.292
175,0.064,-0.052,-4.2,201.292
176,0.064,-0.052,-4.2,201.292
177,0.064,-0.052,-4.2,201.292
178,0.064,-0.052,-4.2,201.292
179,0.064,-0.052,-4.2,201.292
180,0.064,-0.052,-4.2,201.845
181,0.064,-0.052,-4.2,201.292
182,0.064,-0.052,-4.2,201.292
183,0.068,-0.052,-4,201.845
184,0.068,-0.052,-4.2,201.845
185,0.064,-0.052,-4.2,201.292
186,0.064,-0.052,-4.2,201.845
187,0.064,-0.052,-4,201.292
188,0.064,-0.052,-4.2,201.292
189,0.064,-0.052,-4.2,201.292
190,0.064,-0.052,-4.2,201.292
191,0.064,-0.052,-4.2,201.292
192,0.064,-0.052,-4,201.292
193,0.064,-0.052,-4,201.292
194,0.064,-0.052,-4,201.845
195,0.064,-0.052,-4.2,201.292
196,0.064,-0.052,-4,201.292
197,0.064,-0.052,-4.2,201.292
198,0.064,-0.052,-4,201.292
199,0.064,-0.052,-4.2,201.845
200,0.064,-0.052,-4.2,201.292
201,0.064,-0.052,-4,201.845
202,0.06,-0.052,-4.2,201.292
203,0.064,-0.052,-4.2,201.292
204,0.064,-0.052,-4,201.845
205,0.064,-0.052,-4,201.292
206,0.064,-0.052,-4.2,201.845
207,0.06,-0.052,-4.2,201.845
208,0.064,-0.052,-4.2,201.845
209,0.068,-0.052,-4,201.845
210,0.064,-0.052,-4,201.292
211,0.064,-0.052,-4,201.292
212,0.064,-0.052,-4,201.292
213,0.064,-0.048,-4,201.845
214,0.064,-0.052,-4.2,201.845
215,0.064,-0.052,-4,201.845
216,0.064,-0.052,-4.2,201.845
217,0.064,-0.048,-4,201.845
218,0.064,-0.052,-4,201.292
219,0.064,-0.052,-4.2,201.845
220,0.064,-0.048,-4,201.845
221,0.068,-0.052,-4.2,201.292
222,0.064,-0.052,-4,201.845
223,0.064,-0.052,-4.2,201.845
224,0.064,-0.048,-4,201.845
225,0.064,-0.052,-4.2,201.292
226,0.064,-0.052,-4,201.845
227,0.064,-0.052,-4,201.845
228,0.052,-0.048,-4,201.845
229,0.052,-0.048,-4,201.845
230,0.052,-0.052,-4,201.845
231,0.052,-0.048,-3.8,201.845
232,0.052,-0.048,-4,201.845
233,0.052,-0.052,-4,201.292
234,0.052,-0.052,-4,201.845
235,0.052,-0.048,-4,201.845
236,0.052,-0.048,-4,201.845
237,0.052,-0.052,-4,201.845
238,0.052,-0.052,-4,201.845
239,0.06,-0.048,-4,201.845
240,0.06,-0.052,-4,201.845
241,0.06,-0.052,-3.8,201.845
242,0.056,-0.052,-4,201.845
243,0.056,-0.052,-3.8,201.845
244,0.056,-0.048,-4,201.845
245,0.056,-0.052,-4,201.845
246,0.056,-0.048,-3.8,201.845
247,0.052,-0.052,-3.8,201.845
248,0.052,-0.052,-3.8,201.845
249,0.056,-0.052,-4,201.845
250,0.052,-0.048,-3.8,201.845
251,0.052,-0.048,-3.8,201.845
252,0.052,-0.052,-3.8,201.845
253,0.052,-0.052,-3.8,201.845
254,0.056,-0.048,-3.8,201.845
255,0.052,-0.048,-3.8,201.845
256,0.052,-0.052,-3.8,201.845
257,0.056,-0.052,-3.8,202.398
258,0.056,-0.052,-3.8,201.845
259,0.056,-0.052,-3.8,201.845
260,0.052,-0.052,-3.8,202.398
261,0.052,-0.048,-3.8,202.398
262,0.052,-0.052,-3.8,201.845
263,0.052,-0.052,-4,201.845
264,0.056,-0.052,-4,202.398
265,0.056,-0.052,-4,201.845
266,0.052,-0.052,-3.8,201.845
267,0.052,-0.052,-4,201.845
268,0.056,-0.048,-4,202.398
269,0.052,-0.052,-3.8,201.845
270,0.052,-0.048,-3.8,201.845
271,0.052,-0.048,-3.8,202.398
272,0.052,-0.052,-3.8,202.398
273,0.052,-0.048,-3.8,201.845
274,0.056,-0.052,-3.8,202.398
275,0.052,-0.048,-3.8,202.398
276,0.052,-0.048,-3.8,202.398
277,0.052,-0.048,-4,201.845
278,0.052,-0.048,-3.8,201.845
279,0.052,-0.048,-3.8,202.398
280,0.056,-0.048,-3.8,202.398
281,0.052,-0.052,-3.8,202.398
282,0.052,-0.048,-3.8,202.398
283,0.052,-0.052,-3.8,202.398
284,0.056,-0.048,-3.8,202.398
285,0.052,-0.052,-3.8,202.398
286,0.052,-0.048,-3.8,202.398
287,0.052,-0.048,-3.8,202.398
288,0.056,-0.052,-3.8,202.398
289,0.056,-0.052,-3.8,202.398
290,0.056,-0.048,-3.8,202.398
291,0.056,-0.048,-3.8,202.398
292,0.056,-0.048,-3.8,202.398
293,0.056,-0.048,-3.8,202.398
294,0.052,-0.048,-3.8,202.398
295,0.052,-0.048,-3.8,202.398
296,0.056,-0.048,-3.8,202.398
297,0.052,-0.052,-3.8,202.398
298,0.052,-0.048,-3.8,202.398
299,0.052,-0.052,-3.8,202.398
300,0.056,-0.048,-3.8,202.398
301,0.056,-0.052,-3.8,202.398
302,0.056,-0.052,-3.8,202.398
303,0.052,-0.052,-3.8,202.398
304,0.056,-0.048,-3.8,202.398
305,0.052,-0.052,-3.8,202.398
306,0.052,-0.048,-3.8,202.398
307,0.052,-0.048,-3.8,202.398
308,0.052,-0.052,-3.8,202.398
309,0.052,-0.048,-3.8,202.398
310,0.056,-0.048,-3.8,202.398
311,0.052,-0.048,-3.8,202.398
312,0.052,-0.052,-3.8,202.398
313,0.052,-0.048,-3.8,202.398
314,0.052,-0.052,-3.8,202.398
315,0.056,-0.048,-3.8,202.398
316,0.052,-0.052,-3.8,202.398
317,0.052,-0.052,-3.8,202.398
318,0.052,-0.048,-3.8,202.398
319,0.056,-0.048,-3.8,202.398
320,0.052,-0.052,-3.8,202.398
321,0.056,-0.048,-3.8,202.398
322,0.052,-0.048,-3.8,202.398
323,0.056,-0.048,-3.8,202.398
324,0.052,-0.052,-3.8,202.398
325,0.052,-0.048,-3.8,202.398
326,0.052,-0.048,-3.8,202.398
327,0.056,-0.048,-3.8,202.951
328,0.052,-0.052,-4,202.398
329,0.056,-0.052,-3.8,202.398
330,0.052,-0.048,-3.8,202.398
331,0.052,-0.048,-3.8,202.951
332,0.052,-0.048,-3.8,202.398
333,0.052,-0.052,-3.8,202.398
334,0.052,-0.048,-3.8,202.398
335,0.052,-0.048,-4,202.398
336,0.056,-0.048,-3.8,202.398
337,0.052,-0.048,-3.8,202.398
338,0.056,-0.048,-3.8,202.398
339,0.052,-0.052,-3.8,202.398
340,0.056,-0.048,-3.8,202.951
341,0.052,-0.048,-3.8,202.398
342,0.052,-0.052,-3.8,202.398
343,0.052,-0.048,-3.8,202.398
344,0.052,-0.048,-3.8,202.398
345,0.052,-0.052,-3.8,202.398
346,0.052,-0.048,-3.8,202.398
347,0.052,-0.048,-3.8,202.398
348,0.056,-0.048,-3.8,202.398
349,0.052,-0.052,-3.8,202.398
350,0.052,-0.048,-3.8,202.398
351,0.052,-0.052,-3.8,202.398
352,0.056,-0.048,-3.8,202.398
353,0.052,-0.052,-3.8,201.845
354,0.052,-0.052,-3.8,202.398
355,0.056,-0.052,-3.8,202.398
356,0.052,-0.048,-3.8,202.398
357,0.052,-0.052,-3.8,202.398
358,0.056,-0.052,-3.8,202.398
359,0.056,-0.048,-3.8,202.398
360,0.052,-0.052,-3.8,202.398
361,0.052,-0.052,-3.8,202.398
362,0.052,-0.048,-3.8,202.398
363,0.056,-0.048,-3.8,202.398
364,0.052,-0.048,-3.6,202.398
365,0.052,-0.048,-3.8,202.398
366,0.056,-0.048,-3.6,202.398
367,0.052,-0.048,-3.8,202.398
368,0.052,-0.048,-3.8,202.398
369,0.052,-0.048,-3.8,202.398
370,0.052,-0.048,-3.8,202.398
371,0.052,-0.048,-3.8,202.398
372,0.056,-0.048,-3.8,202.398
373,0.052,-0.048,-3.8,202.398
374,0.056,-0.048,-3.8,202.398
375,0.052,-0.048,-3.8,202.398
376,0.052,-0.052,-3.8,202.398
377,0.052,-0.048,-3.6,202.398
378,0.052,-0.052,-3.8,202.398
379,0.052,-0.052,-3.8,202.398
380,0.056,-0.048,-3.6,202.398
381,0.052,-0.052,-3.8,202.398
382,0.056,-0.048,-3.6,202.398
383,0.056,-0.048,-3.6,202.398
384,0.052,-0.048,-3.8,202.398
385,0.056,-0.052,-3.6,202.398
386,0.052,-0.048,-3.8,202.398
387,0.052,-0.052,-3.8,201.845
388,0.056,-0.052,-3.6,202.398
389,0.052,-0.048,-3.8,202.398
390,0.052,-0.048,-3.8,202.398
391,0.056,-0.052,-3.6,202.398
392,0.052,-0.048,-3.6,202.398
393,0.052,-0.048,-3.6,202.398
394,0.052,-0.048,-3.6,202.398
395,0.052,-0.048,-3.6,202.398
396,0.052,-0.048,-3.6,202.398
397,0.052,-0.048,-3.6,202.398
398,0.052,-0.052,-3.8,202.398
399,0.052,-0.048,-3.6,202.398
400,0.052,-0.048,-3.6,202.398
401,0.056,-0.048,-3.6,202.398
402,0.052,-0.052,-3.6,202.398
403,0.056,-0.048,-3.6,202.398
404,0.052,-0.052,-3.6,202.398
405,0.052,-0.048,-3.8,201.845
406,0.056,-0.048,-3.6,202.398
407,0.052,-0.048,-3.6,202.398
408,0.052,-0.048,-3.6,202.398
409,0.052,-0.052,-3.8,202.398
410,0.052,-0.052,-3.6,202.398
411,0.052,-0.048,-3.6,202.398
412,0.056,-0.048,-3.6,202.398
413,0.052,-0.052,-3.6,202.398
414,0.052,-0.048,-3.6,202.398
415,0.052,-0.052,-3.6,201.845
416,0.056,-0.048,-3.6,202.398
417,0.052,-0.048,-3.6,202.398
418,0.056,-0.048,-3.6,202.398
419,0.052,-0.052,-3.6,202.398
420,0.052,-0.048,-3.6,202.398
421,0.052,-0.048,-3.6,202.398
422,0.052,-0.048,-3.6,202.398
423,0.056,-0.048,-3.6,202.398
424,0.052,-0.052,-3.8,201.845
425,0.056,-0.048,-3.6,202.398
426,0.052,-0.052,-3.6,202.398
427,0.052,-0.048,-3.8,201.845
428,0.052,-0.052,-3.6,201.845
429,0.052,-0.048,-3.6,202.398
430,0.052,-0.048,-3.6,202.398
431,0.052,-0.052,-3.6,201.845
432,0.052,-0.048,-3.6,202.398
433,0.052,-0.048,-3.6,202.398
434,0.056,-0.048,-3.6,202.398
435,0.052,-0.052,-3.6,201.845
436,0.052,-0.048,-3.6,201.845
437,0.052,-0.052,-3.6,201.845
438,0.052,-0.052,-3.6,202.398
439,0.052,-0.048,-3.6,201.845
440,0.052,-0.052,-3.6,202.398
441,0.052,-0.052,-3.6,201.845
442,0.052,-0.048,-3.6,202.398
443,0.052,-0.052,-3.6,202.398
444,0.052,-0.048,-3.6,202.398
445,0.052,-0.048,-3.6,201.845
446,0.056,-0.048,-3.6,202.398
447,0.052,-0.048,-3.6,201.845
448,0.052,-0.048,-3.6,201.845
449,0.052,-0.048,-3.6,202.398
450,0.052,-0.048,-3.6,202.398
451,0.052,-0.052,-3.6,201.845
452,0.052,-0.048,-3.6,202.398
453,0.052,-0.048,-3.6,201.845
454,0.056,-0.048,-3.6,202.398
455,0.052,-0.052,-3.6,201.845
456,0.052,-0.048,-3.6,202.398
457,0.052,-0.052,-3.6,202.398
458,0.052,-0.052,-3.6,201.845
459,0.052,-0.052,-3.6,201.845
460,0.052,-0.048,-3.6,202.398
461,0.052,-0.048,-3.6,202.398
462,0.052,-0.052,-3.6,201.845
463,0.056,-0.052,-3.6,201.845
464,0.052,-0.052,-3.6,201.845
465,0.056,-0.048,-3.6,201.845
466,0.056,-0.048,-3.6,202.398
467,0.056,-0.048,-3.6,201.845
468,0.052,-0.052,-3.6,201.845
469,0.056,-0.052,-3.6,201.845
470,0.056,-0.052,-3.6,201.845
471,0.052,-0.048,-3.6,201.845
472,0.052,-0.052,-3.6,201.845
473,0.056,-0.052,-3.6,201.845
474,0.052,-0.048,-3.6,201.845
475,0.056,-0.048,-3.8,201.845
476,0.052,-0.048,-3.6,201.845
477,0.052,-0.052,-3.6,201.845
478,0.052,-0.048,-3.6,201.845
479,0.052,-0.052,-3.6,201.845
480,0.056,-0.052,-3.6,201.845
481,0.052,-0.052,-3.6,201.845
482,0.052,-0.048,-3.6,201.845
483,0.052,-0.052,-3.6,201.845
484,0.056,-0.048,-3.6,201.845
485,0.056,-0.052,-3.6,201.845
486,0.052,-0.048,-3.6,201.845
487,0.052,-0.052,-3.6,201.845
488,0.052,-0.048,-3.6,201.845
489,0.052,-0.052,-3.6,201.845
490,0.052,-0.048,-3.6,201.845
491,0.052,-0.048,-3.6,201.845
492,0.052,-0.052,-3.6,201.845
493,0.052,-0.048,-3.6,201.845
494,0.056,-0.048,-3.6,201.845
495,0.056,-0.048,-3.6,201.845
496,0.052,-0.052,-3.6,201.845
497,0.056,-0.052,-3.6,201.845
498,0.056,-0.048,-3.6,201.845
499,0.056,-0.048,-3.8,201.845
500,0.056,-0.048,-3.6,201.845
501,0.056,-0.052,-3.6,201.845
502,0.056,-0.052,-3.6,201.845
503,0.056,-0.052,-3.6,201.845
504,0.052,-0.048,-3.6,201.845
505,0.056,-0.048,-3.6,201.845
506,0.056,-0.048,-3.6,201.845
507,0.052,-0.048,-3.6,201.845
508,0.052,-0.052,-3.6,201.845
509,0.052,-0.052,-3.6,201.845
510,0.056,-0.052,-3.6,201.845
511,0.056,-0.048,-3.6,201.845
512,0.052,-0.052,-3.6,201.845
513,0.052,-0.052,-3.6,201.845
514,0.056,-0.052,-3.6,201.845
515,0.052,-0.048,-3.6,201.845
516,0.056,-0.048,-3.6,201.845
517,0.052,-0.052,-3.6,201.845
518,0.056,-0.052,-3.6,201.845
519,0.052,-0.048,-3.6,201.845
520,0.052,-0.052,-3.6,201.845
521,0.056,-0.052,-3.6,201.845
522,0.056,-0.048,-3.6,201.845
523,0.052,-0.048,-3.6,201.845
524,0.056,-0.052,-3.6,201.845
525,0.052,-0.052,-3.6,201.845
526,0.052,-0.052,-3.6,201.845
527,0.052,-0.048,-3.6,201.845
528,0.06,-0.052,-3.6,201.845
529,0.068,-0.052,-3.6,201.845
530,8.800001E-02,-0.052,-3.4,201.845
531,0.112,-0.052,-3.2,201.845
532,0.1,-0.052,-3.4,201.845
533,0.132,-0.052,-3.4,201.845
534,0.14,-0.052,-3.4,201.845
535,0.144,-0.052,-3.2,201.845
536,0.164,-0.052,-3.2,201.845
537,0.188,-0.052,-3,201.845
538,0.2,-0.052,-3,201.845
539,0.184,-0.052,-3,201.845
540,0.164,-0.056,-3,201.845
541,0.136,-0.052,-3.2,201.845
542,0.12,-0.052,-3.2,201.845
543,0.104,-0.052,-3.2,201.845
544,9.200001E-02,-0.052,-3.2,201.845
545,7.600001E-02,-0.052,-3.2,201.292
546,7.600001E-02,-0.048,-3.2,201.845
547,0.072,-0.048,-3.2,201.845
548,0.068,-0.052,-3.2,201.845
549,0.064,-0.052,-3.2,201.845
550,0.06,-0.052,-3.4,201.292
551,0.06,-0.052,-3.4,201.845
552,0.06,-0.052,-3.2,201.845
553,0.044,-0.048,-3.2,201.845
554,0.048,-0.048,-3.2,201.845
555,0.044,-0.048,-3.2,201.845
556,0.044,-0.052,-3.2,201.845
557,0.044,-0.048,-3.2,201.845
558,0.044,-0.048,-3.2,201.845
559,0.044,-0.052,-3.2,201.845
560,0.044,-0.052,-3.2,201.845
561,0.04,-0.052,-3.2,201.292
562,0.04,-0.052,-3.2,201.292
563,0.04,-0.048,-3.2,201.845
564,0.04,-0.048,-3.2,201.292
565,0.04,-0.052,-3.2,201.845
566,0.04,-0.052,-3.2,201.292
567,0.036,-0.048,-3.2,201.845
568,0.04,-0.048,-3.2,201.292
569,0.04,-0.052,-3.2,201.292
570,0.036,-0.048,-3.2,201.292
571,0.04,-0.048,-3.2,201.845
572,0.036,-0.052,-3.2,201.292
573,0.036,-0.048,-3,201.845
574,0.036,-0.048,-3,201.845
575,0.036,-0.048,-3,201.845
576,0.036,-0.048,-3,201.845
577,0.032,-0.052,-3,201.292
578,0.032,-0.048,-3,201.845
579,0.032,-0.048,-3,201.845
580,0.032,-0.048,-3,201.292
581,0.032,-0.048,-3,201.845
582,0.032,-0.048,-3,201.292
583,0.032,-0.048,-3,201.845
584,0.032,-0.048,-3,201.292
585,0.028,-0.052,-3,201.845
586,0.032,-0.048,-3,201.845
587,0.028,-0.052,-3,201.292
588,0.032,-0.052,-3,201.292
589,0.032,-0.048,-3,201.845
590,0.032,-0.048,-3,201.292
591,0.028,-0.048,-3,201.845
592,0.028,-0.052,-3,201.292
593,0.028,-0.052,-3,201.292
594,0.032,-0.048,-3,201.845
595,0.032,-0.052,-3,201.292
596,0.028,-0.052,-3,201.845
597,0.032,-0.048,-2.8,201.845
598,0.032,-0.048,-3,201.292
599,0.028,-0.052,-3,201.845
600,0.028,-0.052,-3,201.292
601,0.028,-0.052,-3,201.292
602,0.028,-0.048,-3,201.845
603,0.032,-0.048,-3,201.292
604,0.032,-0.052,-3,201.292
605,0.028,-0.052,-3,201.292
606,0.028,-0.048,-3,201.845
607,0.028,-0.052,-3,201.292
608,0.024,-0.048,-3,201.845
609,0.024,-0.052,-3,201.292
610,0.024,-0.048,-3,201.292
611,0.024,-0.048,-3,201.292
612,0.024,-0.048,-3,201.292
613,0.028,-0.048,-3,201.845
614,0.024,-0.052,-3,201.292
615,0.024,-0.052,-3,201.292
616,0.024,-0.048,-2.8,201.292
617,0.024,-0.048,-3,201.292
618,0.024,-0.052,-2.8,201.845
619,0.028,-0.048,-3,201.292
620,0.024,-0.048,-3,201.292
621,0.024,-0.048,-3,201.292
622,0.024,-0.048,-3,201.292
623,0.024,-0.052,-3,201.292
624,0.028,-0.048,-3,201.845
625,0.024,-0.052,-3,201.845
626,0.02,-0.052,-3,201.292
627,0.02,-0.052,-3,201.292
628,0.02,-0.048,-3,201.292
629,0.02,-0.048,-3,201.845
630,0.02,-0.052,-3,201.292
631,0.02,-0.048,-2.8,201.845
632,0.02,-0.052,-3,201.292
633,0.02,-0.048,-3,201.845
634,0.024,-0.048,-3,201.292
635,0.02,-0.052,-2.8,201.292
636,0.02,-0.048,-3,201.845
637,0.02,-0.052,-3,201.292
638,0.02,-0.052,-3,201.292
639,0.024,-0.048,-2.8,201.292
640,0.02,-0.048,-3,201.292
641,0.02,-0.048,-3,201.292
642,0.02,-0.048,-3,201.845
643,0.02,-0.048,-3,201.292
644,0.02,-0.052,-2.8,201.292
645,0.02,-0.048,-3,201.845
646,0.02,-0.052,-3,201.292
647,0.012,-0.052,-3,201.845
648,0.012,-0.048,-2.8,201.845
649,0.012,-0.052,-3,201.292
650,0.016,-0.048,-3,201.292
651,0.02,-0.052,-3,201.292
652,0.02,-0.048,-3,201.292
653,0.02,-0.048,-3,201.292
654,0.02,-0.048,-2.8,201.845
655,0.02,-0.052,-3,201.292
656,0.02,-0.052,-2.8,201.292
657,0.02,-0.048,-3,201.292
658,0.02,-0.052,-3,201.292
659,0.024,-0.048,-3,201.292
660,0.02,-0.048,-3,201.292
661,0.02,-0.052,-3,201.292
662,0.024,-0.048,-3,201.292
663,0.028,-0.048,-3,201.292
664,0.024,-0.048,-3,201.292
665,0.032,-0.048,-2.8,201.845
666,0.032,-0.052,-3,201.292
667,0.032,-0.052,-3,201.292
668,0.036,-0.048,-2.8,201.292
669,0.036,-0.048,-3,201.292
670,0.032,-0.052,-3,201.292
671,0.028,-0.048,-3,201.845
672,0.028,-0.048,-3,201.292
673,0.028,-0.052,-3,201.845
674,0.032,-0.048,-2.8,201.292
675,0.028,-0.052,-2.8,201.292
676,0.028,-0.048,-2.8,201.845
677,0.028,-0.048,-3,201.292
678,0.028,-0.048,-3,201.292
679,0.032,-0.052,-3,201.845
680,0.028,-0.052,-3,201.292
681,0.028,-0.048,-3,201.292
682,0.028,-0.048,-3,201.845
683,0.032,-0.052,-3,201.292
684,0.032,-0.048,-3,201.292
685,0.028,-0.048,-3,201.292
686,0.028,-0.048,-3,201.292
687,0.028,-0.048,-3,201.845
688,0.028,-0.048,-3,201.292
689,0.028,-0.052,-3,201.845
690,0.032,-0.048,-3,201.292
691,0.028,-0.048,-3,201.292
692,0.028,-0.048,-3,201.292
693,0.032,-0.048,-2.8,201.292
694,0.028,-0.052,-3,201.292
695,0.032,-0.048,-3,201.292
696,0.032,-0.052,-3,201.292
697,0.028,-0.048,-3,201.292
698,0.032,-0.048,-3,201.845
699,0.032,-0.048,-3,201.292
700,0.028,-0.052,-3,201.292
701,0.032,-0.048,-3,201.845
