CSV Data,0.00sec - 478.55sec
DATASET,F055
VERSION,1
SERIES,CH_1,CH_2,CH_3,CH_4
136,-2.9,0,-0.8,-108.946
137,-2.91,0,-0.6,-110.105
138,-2.91,0,-0.8,-111.8435
139,-2.91,0,-0.6,-111.264
140,-2.92,0,-0.6,-112.423
141,-2.91,0,-0.4,-113.582
142,-2.9,0,-0.4,-113.582
143,-2.89,0,-0.4,-114.1615
144,-2.9,0,-0.6,-114.741
145,-2.9,0,-0.4,-115.9
146,-2.91,0,-0.4,-116.4795
147,-2.92,0,-0.2,-117.6385
148,-2.91,0,0,-118.218
149,-2.91,0,-0.2,-119.377
150,-2.91,0,-0.2,-119.9565
151,-2.9,0,-0.2,-119.9565
152,-2.91,0,-0.2,-121.695
153,-2.93,0,-0.2,-122.2745
154,-2.91,0,-0.2,-122.2745
155,-2.9,0,-0.2,-122.854
156,-2.9,0,-0.2,-125.7515
157,-2.9,0,0,-125.172
158,-2.91,0,0,-125.172
159,-2.92,0,0,-125.7515
160,-2.91,0,0,-126.9105
161,-2.91,0,-0.2,-127.49
162,-2.92,0,0,-128.649
163,-2.9,0,-0.2,-128.649
164,-2.9,0,0,-128.649
165,-2.9,0,0,-129.808
166,-2.9,0,0,-130.3875
167,-2.91,0,-0.2,-131.5465
168,-2.91,0,-0.2,-131.5465
169,-2.92,0,0,-132.7055
170,-2.91,0,0,-132.126
171,-2.92,0,0,-133.285
172,-2.92,0,-0.2,-133.8645
173,-2.91,0,-0.2,-133.285
174,-2.92,0,0,-133.8645
175,-2.9,0,0,-134.444
176,-2.9,0,0,-134.444
177,-2.9,0,0,-135.0235
178,-2.91,0,-0.2,-135.603
179,-2.91,0,-0.2,-135.603
180,-2.91,0,-0.2,-136.762
181,-2.9,0,-0.2,-136.762
182,-2.9,0,-0.2,-137.3415
183,-2.9,0,-0.2,-137.921
184,-2.91,0,0,-137.921
185,-2.9,0,-0.2,-138.5005
186,-2.91,0,0,-139.08
187,-2.91,0,0,-138.5005
188,-2.9,0,0.2,-139.08
189,-2.9,0,0,-139.6595
190,-2.9,0,0,-139.6595
191,-2.9,0,0,-139.6595
192,-2.91,0,0,-140.239
193,-2.91,0,0,-141.398
194,-2.9,0,-0.2,-140.8185
195,-2.91,0,0,-140.8185
196,-2.9,0,0,-141.9775
197,-2.9,0,0,-139.6595
198,-2.92,0,0,-140.8185
199,-2.91,0,0,-140.239
200,-2.91,0,0,-141.398
201,-2.91,0,0,-140.8185
202,-2.91,0,0,-140.239
203,-2.9,0,0,-140.239
204,-2.9,0,0.2,-140.239
205,-2.92,0,0.2,-140.239
206,-2.91,0,0,-140.8185
207,-2.92,0,0.4,-140.8185
208,-2.9,0,0,-141.398
209,-2.91,0,0.2,-140.239
210,-2.91,0,0,-140.8185
211,-2.91,0,0,-140.8185
212,-2.92,0,0.2,-140.8185
213,-2.93,0,0,-140.239
214,-2.91,0,0,-140.8185
215,-2.91,0,0,-140.239
216,-2.9,0,0,-140.239
217,-2.92,0,-0.2,-140.239
218,-2.92,0,-0.2,-139.6595
219,-2.92,0,0,-139.08
220,-2.92,0,0,-139.08
221,-2.91,0,0,-139.08
222,-2.9,0,0,-137.921
223,-2.91,0,0,-137.921
224,-2.9,0,0,-137.3415
225,-2.92,0,0,-137.3415
226,-2.91,0,0,-137.3415
227,-2.91,0,0,-136.762
228,-2.9,0,0,-137.3415
229,-2.9,0,0,-136.762
230,-2.91,0,0,-135.603
231,-2.91,0,0,-135.0235
232,-2.93,0,0,-134.444
233,-2.92,0,0,-135.0235
234,-2.92,0.00667,0,-134.444
235,-2.92,0,0,-133.8645
236,-2.91,0,0,-133.285
237,-2.91,0,-0.2,-132.126
238,-2.93,0,0,-130.967
239,-2.91,0.00667,0,-130.967
240,-2.93,0,-0.2,-130.967
241,-2.93,0.00667,0,-130.3875
242,-2.91,0,0,-128.649
243,-2.91,0,0,-128.0695
244,-2.92,0,0,-127.49
245,-2.91,0,0,-127.49
246,-2.93,0.00667,0,-126.9105
247,-2.92,0,0,-125.7515
248,-2.91,0.00667,0,-124.5925
249,-2.91,0.00667,0,-123.4335
250,-2.92,0.00667,0,-122.2745
251,-2.91,0,0,-121.1155
252,-2.92,0,0,-121.1155
253,-2.92,0,-0.2,-119.377
254,-2.91,0,0,-119.377
255,-2.91,0,0,-118.7975
256,-2.92,0,0,-117.6385
257,-2.91,0.00667,0.2,-116.4795
258,-2.91,0,0,-115.9
259,-2.92,0.00667,0,-114.741
260,-2.92,0,0,-114.1615
261,-2.91,0.00667,0,-113.0025
262,-2.92,0,0.2,-111.8435
263,-2.91,0.00667,0.2,-111.264
264,-2.91,0,0,-109.5255
265,-2.92,0,0.2,-109.5255
266,-2.92,0.00667,0.2,-108.3665
267,-2.92,0,0,-106.628
268,-2.92,0.00667,0,-106.0485
269,-2.91,0,0.2,-104.8895
270,-2.9,0.00667,0.2,-103.7305
271,-2.92,0.00667,0,-103.151
272,-2.92,0.00667,0,-101.992
273,-2.92,0.00667,0,-101.4125
274,-2.92,0.00667,0,-99.674
275,-2.92,0.00667,0.2,-98.51501
276,-2.92,0,0.2,-98.51501
277,-2.93,0.00667,0,-96.7765
278,-2.92,0.00667,0.2,-94.4585
279,-2.93,0.00667,0,-94.4585
280,-2.93,0.00667,0,-92.72
281,-2.91,0.00667,0.2,-91.561
282,-2.91,0.00667,0.4,-90.402
283,-2.92,0.00667,0.2,-89.243
284,-2.91,0.00667,0.2,-87.5045
285,-2.92,0.00667,0.2,-86.925
286,-2.93,0.00667,0.2,-85.1865
287,-2.91,0.00667,0.2,-84.607
288,-2.91,0.00667,0.2,-83.44801
289,-2.91,0.00667,0,-82.289
290,-2.92,0.00667,0.2,-81.7095
291,-2.91,0.00667,0.2,-81.13
292,-2.93,0.00667,0,-79.3915
293,-2.93,0.00667,0,-78.23251
294,-2.92,0.00667,0,-77.653
295,-2.92,0.00667,0,-75.335
296,-2.92,0.00667,0,-73.5965
297,-2.92,0.00667,0.2,-73.01701
298,-2.92,0.00667,0.2,-71.2785
299,-2.92,0.00667,0.2,-71.2785
300,-2.92,0.00667,0,-70.69901
301,-2.93,0,-0.2,-68.9605
302,-2.91,0,0,-67.80151
303,-2.92,0.00667,0,-65.48351
304,-2.93,0.00667,0,-64.3245
305,-2.92,0.00667,0,-64.904
306,-2.92,0.00667,0,-63.1655
307,-2.92,0.00667,-0.2,-61.427
308,-2.92,0.00667,0,-60.268
309,-2.91,0.00667,0,-59.109
310,-2.91,0.00667,0,-57.3705
311,-2.92,0.00667,0,-56.791
312,-2.92,0.00667,0,-56.2115
313,-2.94,0.00667,0,-55.0525
314,-2.92,0.00667,0,-53.8935
315,-2.91,0.00667,0,-52.7345
316,-2.92,0.00667,0,-50.996
317,-2.92,0.00667,0,-49.837
318,-2.92,0.00667,-0.2,-49.2575
319,-2.92,0.00667,-0.2,-48.678
320,-2.92,0.00667,0,-47.519
321,-2.92,0.00667,0,-46.36
322,-2.92,0.00667,-0.2,-44.6215
323,-2.91,0.00667,0,-43.4625
324,-2.92,0.00667,-0.2,-42.3035
325,-2.92,0,-0.4,-40.565
326,-2.92,0.00667,-0.2,-39.9855
327,-2.91,0.00667,-0.2,-38.8265
328,-2.91,0.00667,-0.2,-38.247
329,-2.91,0.00667,-0.4,-37.6675
330,-2.91,0.00667,-0.2,-37.088
331,-2.91,0.00667,-0.2,-35.3495
332,-2.92,0.00667,-0.4,-34.1905
333,-2.92,0.00667,-0.4,-33.611
334,-2.93,0.00667,-0.2,-32.452
335,-2.92,0.00667,-0.2,-31.293
336,-2.92,0.00667,-0.4,-29.5545
337,-2.92,0.00667,0,-28.975
338,-2.91,0.00667,0,-27.816
339,-2.93,0.00667,0,-27.2365
340,-2.92,0.00667,0,-25.498
341,-2.92,0.00667,0,-24.9185
342,-2.91,0.01334,-0.4,-25.498
343,-2.92,0.00667,-0.4,-23.18
344,-2.92,0.00667,-0.2,-22.6005
345,-2.92,0.00667,0,-22.021
346,-2.93,0.00667,0,-20.862
347,-2.94,0.00667,-0.2,-19.1235
348,-2.91,0.00667,-0.4,-18.544
349,-2.92,0.00667,-0.2,-17.385
350,-2.92,0.00667,-0.4,-16.226
351,-2.92,0.00667,-0.2,-16.226
352,-2.92,0.00667,-0.2,-15.6465
353,-2.92,0,-0.4,-14.4875
354,-2.92,0.00667,-0.2,-14.4875
355,-2.92,0.00667,-0.2,-13.3285
356,-2.92,0.00667,-0.4,-11.59
357,-2.92,0.00667,-0.6,-11.59
358,-2.93,0.00667,-0.4,-10.431
359,-2.92,0.00667,-0.4,-10.431
360,-2.92,0.00667,-0.6,-10.431
361,-2.92,0.00667,-0.4,-8.6925
362,-2.92,0.00667,-0.4,-8.113
363,-2.91,0.00667,-0.2,-7.5335
364,-2.92,0.00667,-0.6,-6.954
365,-2.92,0.00667,-0.4,-6.3745
366,-2.92,0.00667,-0.2,-6.3745
367,-2.93,0.00667,-0.4,-4.636
368,-2.92,0.00667,-0.4,-4.0565
369,-2.9,0.00667,-0.4,-4.0565
370,-2.92,0.00667,-0.6,-4.636
371,-2.92,0.00667,-0.6,-3.477
372,-2.93,0.00667,-0.4,-2.8975
373,-2.94,0.01334,-0.4,-1.7385
374,-2.93,0.00667,-0.6,-1.159
375,-2.93,0.00667,-0.6,-1.7385
376,-2.92,0.00667,-0.4,-1.159
377,-2.93,0.00667,-0.4,-0.5795
378,-2.92,0.00667,-0.4,0
379,-2.93,0.00667,-0.2,0
380,-2.93,0.00667,-0.2,0.5795
381,-2.92,0.00667,-0.2,1.159
382,-2.91,0.00667,-0.4,2.318
383,-2.92,0.00667,-0.6,1.7385
384,-2.91,0.00667,-0.6,1.159
385,-2.92,0.00667,-0.4,2.318
386,-2.93,0.00667,-0.4,3.477
387,-2.92,0.00667,-0.6,2.8975
388,-2.92,0.00667,-0.8,4.0565
389,-2.92,0.00667,-0.8,4.0565
390,-2.91,0.00667,-1,3.477
391,-2.93,0.00667,-1,4.0565
392,-2.92,0.00667,-1,4.0565
393,-2.94,0.00667,-1,4.636
394,-2.93,0.00667,-0.8,5.2155
395,-2.92,0.00667,-0.8,4.636
396,-2.92,0.00667,-1,4.636
397,-2.91,0.00667,-1,5.795
398,-2.92,0.00667,-0.8,5.795
399,-2.92,0.00667,-0.8,5.795
400,-2.93,0.00667,-0.8,6.954
401,-2.91,0.00667,-0.8,6.3745
402,-2.92,0.00667,-0.8,6.954
403,-2.91,0.00667,-1,6.3745
404,-2.91,0.00667,-1.2,5.795
405,-2.91,0.00667,-0.8,7.5335
406,-2.92,0.00667,-0.8,7.5335
407,-2.93,0.00667,-0.8,7.5335
408,-2.92,0.00667,-1,7.5335
409,-2.92,0.00667,-1,6.954
410,-2.92,0.00667,-1,6.954
411,-2.92,0.00667,-1,7.5335
412,-2.93,0.00667,-1.2,6.954
413,-2.94,0.00667,-1.2,7.5335
414,-2.93,0.00667,-0.8,8.113
415,-2.94,0.00667,-1,8.113
416,-2.93,0.00667,-1,8.113
417,-2.93,0.00667,-1.2,8.6925
418,-2.92,0.00667,-1.2,9.272
419,-2.93,0.00667,-1.2,7.5335
420,-2.94,0.00667,-1,7.5335
421,-2.93,0.00667,-1.2,8.113
422,-2.94,0.00667,-1,8.6925
423,-2.92,0.00667,-0.8,8.113
424,-2.92,0,-0.6,8.113
425,-2.93,0.00667,-0.8,8.113
426,-2.93,0.00667,-0.8,8.113
427,-2.94,0.00667,-1,8.113
428,-2.93,0.00667,-1,7.5335
429,-2.92,0.00667,-1.2,8.113
430,-2.93,0.00667,-1,8.113
431,-2.93,0.00667,-1,6.954
432,-2.93,0.00667,-1.2,6.954
433,-2.93,0.00667,-1.2,6.954
434,-2.93,0.00667,-1,6.954
435,-2.92,0.00667,-0.8,6.954
436,-2.92,0.00667,-0.8,6.954
437,-2.92,0.00667,-0.8,6.954
438,-2.92,0.00667,-0.6,6.954
439,-2.93,0.00667,-0.8,6.3745
440,-2.93,0.00667,-0.8,6.3745
441,-2.93,0.00667,-1,6.3745
442,-2.92,0.00667,-0.8,5.795
443,-2.92,0.00667,-0.8,5.2155
444,-2.92,0.00667,-1,5.2155
445,-2.93,0.00667,-0.8,5.2155
446,-2.93,0.00667,-0.8,4.636
447,-2.92,0.00667,-0.8,5.2155
448,-2.94,0.00667,-1,5.2155
449,-2.93,0.00667,-1,4.636
450,-2.92,0.00667,-1.2,4.636
451,-2.94,0.00667,-1.2,4.0565
452,-2.92,0.00667,-1.4,4.636
453,-2.92,0,-1.4,3.477
454,-2.93,0.00667,-1.2,3.477
455,-2.92,0.00667,-1.2,2.8975
456,-2.92,0.00667,-1.2,2.318
457,-2.92,0.00667,-1.2,2.8975
458,-2.91,0.00667,-1,2.318
459,-2.93,0.00667,-1.4,1.159
460,-2.93,0.00667,-1.2,2.318
461,-2.93,0.00667,-1.2,1.7385
462,-2.93,0,-1,1.7385
463,-2.92,0.00667,-1,1.159
464,-2.92,0.00667,-1,0
465,-2.92,0.00667,-1,0
466,-2.92,0.00667,-1,0
467,-2.92,0.00667,-1,0
468,-2.93,0.00667,-1,-0.5795
469,-2.93,0.00667,-1,-0.5795
470,-2.92,0.00667,-1.2,-0.5795
471,-2.93,0.00667,-1,-1.159
472,-2.93,0,-1,-1.159
473,-2.92,0.00667,-1,-1.159
474,-2.93,0.00667,-1,-2.318
475,-2.92,0,-0.8,-2.318
476,-2.91,0,-0.8,-2.8975
477,-2.92,0.00667,-0.8,-2.8975
478,-2.91,0,-0.8,-1.7385
479,-2.92,0.00667,-0.8,-3.477
480,-2.93,0.00667,-1,-4.0565
481,-2.92,0.00667,-1,-4.636
482,-2.92,0,-1,-4.636
483,-2.92,0.00667,-1,-4.636
484,-2.93,0.00667,-1.2,-5.795
485,-2.92,0.00667,-1.2,-5.2155
486,-2.92,0,-1,-6.3745
487,-2.94,0.00667,-0.8,-7.5335
488,-2.93,0,-1,-6.954
489,-2.93,0.00667,-0.8,-6.954
490,-2.94,0.00667,-1,-7.5335
491,-2.92,0.00667,-1,-8.113
492,-2.92,0.00667,-1,-8.113
493,-2.93,0.00667,-1,-9.272
494,-2.93,0.00667,-1,-9.851501
495,-2.92,0.00667,-1,-9.851501
496,-2.93,0.00667,-1,-10.431
497,-2.93,0.00667,-1,-10.431
498,-2.93,0.00667,-1,-10.431
499,-2.93,0.00667,-1.2,-11.59
500,-2.94,0.00667,-0.8,-12.1695
501,-2.95,0,-1,-12.1695
502,-2.94,0.00667,-1,-13.3285
503,-2.93,0.00667,-1,-12.749
504,-2.93,0.00667,-0.6,-13.3285
505,-2.93,0.00667,-0.8,-14.4875
506,-2.93,0,-1,-15.6465
507,-2.92,0,-1,-15.6465
508,-2.94,0.00667,-1,-15.6465
509,-2.92,0.00667,-1,-15.6465
510,-2.93,0.00667,-0.8,-17.385
511,-2.93,0.00667,-0.8,-16.8055
512,-2.92,0.00667,-1,-17.9645
513,-2.93,0.00667,-0.6,-17.385
514,-2.93,0,-0.8,-18.544
515,-2.92,0,-0.8,-19.703
516,-2.93,0.00667,-0.8,-19.703
517,-2.93,0.00667,-0.8,-19.703
518,-2.92,0,-0.8,-20.2825
519,-2.92,0.00667,-0.8,-21.4415
520,-2.92,0,-0.8,-22.6005
521,-2.93,0,-0.8,-22.6005
522,-2.93,0,-1,-23.7595
523,-2.93,0.00667,-0.8,-23.7595
524,-2.93,0,-0.8,-23.7595
525,-2.93,0,-1,-25.498
526,-2.92,0.00667,-0.8,-25.498
527,-2.93,0,-0.8,-25.498
528,-2.93,0,-1,-26.657
529,-2.95,0,-1,-27.816
530,-2.93,0.00667,-1,-27.816
531,-2.92,0.00667,-1,-27.816
532,-2.92,0,-1,-28.975
533,-2.92,0.00667,-0.8,-29.5545
534,-2.95,0,-0.8,-29.5545
535,-2.93,0.00667,-0.8,-30.7135
536,-2.94,0.00667,-0.8,-31.293
537,-2.93,0,-1,-31.8725
538,-2.93,0.00667,-1,-33.0315
539,-2.91,0,-1,-34.1905
540,-2.92,0.00667,-0.8,-34.77
541,-2.92,0.00667,-1,-35.3495
542,-2.93,0,-1,-35.929
543,-2.93,0,-1,-35.929
544,-2.93,0,-0.8,-37.088
545,-2.92,0,-1,-37.088
546,-2.92,0,-1,-38.8265
547,-2.92,0,-0.8,-39.406
548,-2.93,0,-0.6,-39.406
549,-2.92,0,-0.8,-39.9855
550,-2.93,0,-0.8,-40.565
551,-2.92,0.00667,-0.6,-42.3035
552,-2.92,0,-0.8,-42.3035
553,-2.92,0,-1,-42.883
554,-2.91,0.00667,-1,-44.042
555,-2.92,0.00667,-1,-44.6215
556,-2.93,0,-1,-45.201
557,-2.93,0.00667,-1,-45.7805
558,-2.92,0.00667,-1,-46.36
559,-2.92,0,-1.2,-47.519
560,-2.91,0,-1,-48.0985
561,-2.93,0,-1,-48.0985
562,-2.93,0.00667,-0.8,-49.837
563,-2.93,0,-1,-49.2575
564,-2.93,0,-0.8,-49.2575
565,-2.93,0.00667,-0.8,-50.4165
566,-2.92,0,-1,-50.996
567,-2.92,0,-0.8,-52.7345
568,-2.93,0,-1,-53.8935
569,-2.94,0.00667,-0.8,-54.473
570,-2.92,0.00667,-0.8,-55.632
571,-2.93,0,-0.8,-55.632
572,-2.94,0,-0.6,-57.3705
573,-2.93,0.00667,-0.6,-56.791
574,-2.93,0,-0.8,-57.3705
575,-2.93,0,-1,-58.5295
576,-2.95,0,-0.8,-59.6885
577,-2.93,0,-0.8,-59.6885
578,-2.94,0.00667,-0.8,-59.6885
579,-2.93,0.00667,-0.8,-60.8475
580,-2.93,0,-0.8,-62.0065
581,-2.93,0,-0.8,-62.586
582,-2.93,0.00667,-0.8,-63.745
583,-2.93,0,-0.8,-63.745
584,-2.94,0,-0.8,-64.3245
585,-2.93,0,-0.6,-64.904
586,-2.93,0.00667,-0.6,-65.48351
587,-2.93,0,-1,-66.063
588,-2.93,0,-1,-66.6425
589,-2.93,0.00667,-0.8,-68.9605
590,-2.94,0,-0.8,-68.381
591,-2.94,0.00667,-1,-70.1195
592,-2.93,0.00667,-1,-70.69901
593,-2.94,0,-1,-71.2785
594,-2.93,0,-1,-71.2785
595,-2.92,0,-1,-72.4375
596,-2.93,0,-1,-73.01701
597,-2.94,0.00667,-0.8,-73.01701
598,-2.94,0,-0.8,-75.335
599,-2.93,0,-0.8,-75.91451
600,-2.93,0,-0.8,-76.494
601,-2.92,0,-0.8,-77.0735
602,-2.93,0,-0.8,-77.0735
603,-2.93,0,-0.8,-77.653
604,-2.93,0,-0.6,-78.23251
605,-2.93,0,-0.6,-79.3915
606,-2.94,0.00667,-0.8,-80.5505
607,-2.92,0,-1,-81.7095
608,-2.93,0,-0.8,-82.289
609,-2.94,0,-0.8,-82.289
610,-2.92,0,-0.6,-83.44801
611,-2.93,0,-0.6,-85.1865
612,-2.95,0,-0.6,-85.76601
613,-2.93,0.00667,-0.8,-86.925
614,-2.94,0,-1,-87.5045
615,-2.93,0,-1,-88.084
616,-2.92,0,-1,-89.243
617,-2.93,0,-1,-88.66351
618,-2.93,0,-0.8,-90.98151
619,-2.93,0,-1,-90.98151
620,-2.93,0,-0.8,-90.98151
621,-2.93,0,-0.6,-92.72
622,-2.92,0,-0.6,-92.72
623,-2.93,0,-0.6,-92.1405
624,-2.93,0,-0.6,-93.87901
625,-2.94,0,-0.8,-94.4585
626,-2.94,0,-0.6,-95.038
627,-2.93,0,-0.8,-95.6175
628,-2.92,0,-0.6,-96.19701
629,-2.92,0,-0.6,-97.356
630,-2.93,0,-0.6,-97.356
631,-2.92,0,-0.8,-98.51501
632,-2.93,0,-0.4,-99.09451
633,-2.94,0,-0.6,-100.2535
634,-2.94,0,-0.4,-102.5715
635,-2.93,0,-0.6,-102.5715
636,-2.93,0,-0.6,-102.5715
637,-2.91,0,-0.6,-102.5715
638,-2.92,0,-0.6,-104.31
639,-2.92,0,-0.4,-104.31
640,-2.92,0,-0.8,-105.469
641,-2.94,0,-0.8,-106.0485
642,-2.94,0,-0.4,-106.0485
643,-2.93,0.00667,-0.4,-106.628
644,-2.93,0,-0.6,-107.787
645,-2.92,0,-0.6,-107.787
646,-2.92,0,-0.2,-108.946
647,-2.93,0,-0.6,-109.5255
648,-2.93,0,-0.6,-110.105
649,-2.93,0,-0.6,-111.264
650,-2.93,0,-0.4,-110.6845
651,-2.92,0,-0.4,-111.264
652,-2.92,0,-0.4,-111.264
653,-2.93,0,-0.6,-112.423
654,-2.92,0.00667,-0.4,-113.582
655,-2.94,0,-0.4,-114.1615
656,-2.94,0,-0.4,-114.741
657,-2.94,0,-0.4,-113.582
658,-2.92,0,-0.6,-114.741
659,-2.93,0,-0.4,-115.3205
660,-2.93,0,-0.4,-115.9
661,-2.92,0,-0.4,-116.4795
662,-2.94,0,-0.4,-117.059
663,-2.94,0,-0.4,-117.6385
664,-2.93,0,-0.4,-118.7975
665,-2.93,0,-0.2,-119.9565
666,-2.93,0.00667,-0.4,-119.9565
667,-2.92,0,-0.2,-121.1155
668,-2.94,0,-0.4,-120.536
669,-2.93,0.00667,-0.6,-121.1155
670,-2.93,0,-0.4,-122.854
671,-2.94,0,-0.2,-121.1155
672,-2.93,0,-0.2,-123.4335
673,-2.92,0,-0.2,-124.5925
674,-2.93,0,-0.2,-124.5925
675,-2.93,0,-0.2,-125.172
676,-2.93,0,-0.2,-125.172
677,-2.93,0,-0.4,-125.7515
678,-2.93,0,-0.4,-126.9105
679,-2.93,0,-0.4,-126.9105
680,-2.93,0,-0.6,-127.49
681,-2.92,0,-0.2,-128.0695
682,-2.92,0,-0.4,-128.0695
683,-2.93,0,-0.2,-128.649
684,-2.92,0,0,-129.2285
685,-2.93,0,-0.2,-129.808
686,-2.93,0,0,-130.3875
687,-2.92,0,-0.2,-129.808
688,-2.91,0,-0.2,-130.3875
689,-2.92,0,-0.2,-131.5465
690,-2.92,0,0,-131.5465
691,-2.93,0,0,-131.5465
692,-2.93,0,0,-132.126
693,-2.93,0,0,-132.7055
694,-2.93,0,0,-133.285
695,-2.93,0,0,-133.285
696,-2.93,0,0,-133.285
697,-2.93,0,0,-134.444
